locus_tag	ftype	length_bp	gene	EC_number	COG	product
prokka_26814	CDS	1161	ampC_371	3.5.2.6		Beta-lactamase
prokka_26815	CDS	252				hypothetical protein
prokka_26816	CDS	1194	tyrB_3	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
prokka_26817	CDS	342				hypothetical protein
prokka_26818	CDS	366				hypothetical protein
prokka_26819	CDS	369				hypothetical protein
prokka_26820	CDS	111				hypothetical protein
prokka_26821	CDS	249				hypothetical protein
prokka_26822	CDS	342	marA_174			Multiple antibiotic resistance protein MarA
prokka_26823	CDS	1173			COG2220	putative protein
prokka_26824	CDS	309				hypothetical protein
prokka_26825	CDS	351	marA_175			Multiple antibiotic resistance protein MarA
prokka_26826	CDS	405				hypothetical protein
prokka_26827	CDS	729	mlrA_2		COG0789	HTH-type transcriptional regulator MlrA
prokka_26828	CDS	282				hypothetical protein
prokka_26829	CDS	1605	pdeC_65	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
prokka_26830	CDS	330	soxS_118			Regulatory protein SoxS
prokka_26831	CDS	324				hypothetical protein
prokka_26832	CDS	483	xylB_7	1.1.1.90		Aryl-alcohol dehydrogenase
prokka_26833	CDS	774	argT_2		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
prokka_26834	CDS	324				hypothetical protein
prokka_26835	CDS	435	marR_93		COG1846	Multiple antibiotic resistance protein MarR
prokka_26836	CDS	384	marA_176			Multiple antibiotic resistance protein MarA
prokka_26837	CDS	207				hypothetical protein
prokka_26838	CDS	915	eamA_71		COG0697	putative amino-acid metabolite efflux pump
prokka_26839	CDS	285				hypothetical protein
prokka_26840	CDS	93	dacC_17	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
prokka_26841	CDS	759	deoR_23		COG1349	Deoxyribose operon repressor
prokka_26842	CDS	594	ybjG_34	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
prokka_26843	CDS	267				hypothetical protein
prokka_26844	CDS	1233	mdfA_60			Multidrug transporter MdfA
prokka_26845	CDS	813	ybjI_50	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
prokka_26846	CDS	1203	ybjJ_27			Inner membrane protein YbjJ
prokka_26847	CDS	555	rcdA_4		COG3226	HTH-type transcriptional regulator RcdA
prokka_26848	CDS	402	trpR_32			Trp operon repressor
prokka_26849	CDS	516	yjjX_46	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
prokka_26850	CDS	648	cobC_16	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
prokka_26851	CDS	870	rob_98		COG2207	Right origin-binding protein
prokka_26852	CDS	474				hypothetical protein
prokka_26853	CDS	324				hypothetical protein
prokka_26854	CDS	228				hypothetical protein
prokka_26855	CDS	408				hypothetical protein
prokka_26856	CDS	252				hypothetical protein
prokka_26857	CDS	1161	ampC_372	3.5.2.6		Beta-lactamase
prokka_26858	CDS	639				hypothetical protein
prokka_26859	CDS	315				hypothetical protein
prokka_26860	tRNA	76				tRNA-Thr(cgt)
prokka_26861	CDS	288				hypothetical protein
prokka_26862	CDS	639				hypothetical protein
prokka_26863	CDS	159	yxeO	3.6.3.-	COG1126	putative amino-acid import ATP-binding protein YxeO
prokka_26864	CDS	897	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
prokka_26865	CDS	237				hypothetical protein
prokka_26866	CDS	369				hypothetical protein
prokka_26867	CDS	888	rhtA_4		COG5006	Threonine/homoserine exporter RhtA
prokka_26868	CDS	516	ompX_9		COG3637	Outer membrane protein X
prokka_26869	CDS	1578	opgE_10	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
prokka_26870	CDS	366				hypothetical protein
prokka_26871	CDS	369				hypothetical protein
prokka_26872	CDS	111				hypothetical protein
prokka_26873	CDS	249				hypothetical protein
prokka_26874	CDS	342	marA_177			Multiple antibiotic resistance protein MarA
prokka_26875	CDS	1173			COG2220	putative protein
prokka_26876	CDS	402				hypothetical protein
prokka_26877	CDS	597				hypothetical protein
prokka_26878	CDS	639				hypothetical protein
prokka_26879	CDS	1161	ampC_373	3.5.2.6		Beta-lactamase
prokka_26880	CDS	891	ampR_40			HTH-type transcriptional activator AmpR
prokka_26881	CDS	438	uspA		COG0589	Universal stress protein A
prokka_26882	CDS	921	ppnN_1	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
prokka_26883	CDS	333	sdaC_1		COG0814	Serine transporter
prokka_26884	CDS	1161	ampC_374	3.5.2.6		Beta-lactamase
prokka_26885	CDS	639				hypothetical protein
prokka_26886	CDS	315				hypothetical protein
prokka_26887	tRNA	76				tRNA-Thr(cgt)
prokka_26888	CDS	285				hypothetical protein
prokka_26889	CDS	915	eamA_72		COG0697	putative amino-acid metabolite efflux pump
prokka_26890	CDS	207				hypothetical protein
prokka_26891	CDS	384	marA_178			Multiple antibiotic resistance protein MarA
prokka_26892	CDS	435	marR_94		COG1846	Multiple antibiotic resistance protein MarR
prokka_26893	CDS	405				hypothetical protein
prokka_26894	CDS	1341	cueO		COG2132	Blue copper oxidase CueO
prokka_26895	CDS	228	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
prokka_26896	CDS	792			COG2220	putative protein
prokka_26897	CDS	342	marA_179			Multiple antibiotic resistance protein MarA
prokka_26898	CDS	249				hypothetical protein
prokka_26899	CDS	192				hypothetical protein
prokka_26900	CDS	249				hypothetical protein
prokka_26901	CDS	348				hypothetical protein
prokka_26902	CDS	693	pyrG_2	6.3.4.2		CTP synthase
prokka_26903	CDS	1182	nimT_2		COG2807	2-nitroimidazole transporter
prokka_26904	CDS	792	nimR_8			HTH-type transcriptional regulator NimR
prokka_26905	CDS	177				hypothetical protein
prokka_26906	CDS	351	copA_7	7.2.2.8	COG2217	Copper-exporting P-type ATPase
prokka_26907	CDS	204				hypothetical protein
prokka_26908	CDS	246				hypothetical protein
prokka_26909	CDS	399				hypothetical protein
prokka_26910	CDS	195				hypothetical protein
prokka_26911	CDS	225				hypothetical protein
prokka_26912	CDS	381				hypothetical protein
prokka_26913	CDS	720	phnR_1		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
prokka_26914	CDS	150				hypothetical protein
prokka_26915	CDS	1182	gpsA_19	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
prokka_26916	CDS	1119	ddl_657	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_26917	CDS	216	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
prokka_26918	CDS	465	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
prokka_26919	CDS	1404	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
prokka_26920	CDS	666	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
prokka_26921	CDS	408	ytfF_2			Inner membrane protein YtfF
prokka_26922	CDS	210	ftsP		COG2132	Cell division protein FtsP
prokka_26923	CDS	621				hypothetical protein
prokka_26924	CDS	255				hypothetical protein
prokka_26925	CDS	597	bglA_30	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
prokka_26926	CDS	840	murG_11	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
prokka_26927	CDS	699	murC_53	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
prokka_26928	CDS	792	murC_54	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
prokka_26929	CDS	921	ddlB_217	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_26930	CDS	834	ftsQ_57		COG1589	Cell division protein FtsQ
prokka_26931	CDS	1239	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
prokka_26932	CDS	834	dadA_2	1.4.99.-		D-amino acid dehydrogenase
prokka_26933	CDS	1071	dadX_6	5.1.1.1	COG0787	Alanine racemase, catabolic
prokka_26934	CDS	1038	cvrA_2		COG3263	K(+)/H(+) antiporter NhaP2
prokka_26935	CDS	324				hypothetical protein
prokka_26936	CDS	435	marR_95		COG1846	Multiple antibiotic resistance protein MarR
prokka_26937	CDS	384	marA_180			Multiple antibiotic resistance protein MarA
prokka_26938	CDS	207				hypothetical protein
prokka_26939	CDS	915	eamA_73		COG0697	putative amino-acid metabolite efflux pump
prokka_26940	CDS	267	hemC_2	2.5.1.61	COG0181	Porphobilinogen deaminase
prokka_26941	CDS	330	sbmA		COG1133	Peptide antibiotic transporter SbmA
prokka_26942	CDS	1104				hypothetical protein
prokka_26943	CDS	306	yaiY_3			Inner membrane protein YaiY
prokka_26944	CDS	204				hypothetical protein
prokka_26945	CDS	1131	ddlA_153	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
prokka_26946	CDS	1200	sbnD_2			Staphyloferrin B transporter
prokka_26947	CDS	270				hypothetical protein
prokka_26948	CDS	252				hypothetical protein
prokka_26949	CDS	780	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
prokka_26950	CDS	645	ade2	3.5.4.2	COG1001	Adenine deaminase 2
prokka_26951	CDS	186				hypothetical protein
prokka_26952	CDS	648	cobC_17	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
prokka_26953	CDS	750	rob_99		COG2207	Right origin-binding protein
prokka_26954	CDS	354	ybaA_4		COG5507	putative protein YbaA
prokka_26955	CDS	651				hypothetical protein
prokka_26956	CDS	510				hypothetical protein
prokka_26957	CDS	141				hypothetical protein
prokka_26958	CDS	186				hypothetical protein
prokka_26959	CDS	369				hypothetical protein
prokka_26960	CDS	402				hypothetical protein
prokka_26961	CDS	801	fliY_3		COG0834	L-cystine-binding protein FliY
prokka_26962	CDS	177				hypothetical protein
prokka_26963	CDS	273				hypothetical protein
prokka_26964	CDS	225				hypothetical protein
prokka_26965	CDS	291				hypothetical protein
prokka_26966	CDS	1185	yhhS			putative MFS-type transporter YhhS
prokka_26967	CDS	174				hypothetical protein
prokka_26968	CDS	879				hypothetical protein
prokka_26969	CDS	1344	hisC_11	2.6.1.9		Histidinol-phosphate aminotransferase
prokka_26970	CDS	657	ddlB_218	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_26971	CDS	834	ftsQ_58		COG1589	Cell division protein FtsQ
prokka_26972	CDS	165	ftsA_9		COG0849	Cell division protein FtsA
prokka_26973	CDS	720	dcuR_6		COG4565	Transcriptional regulatory protein DcuR
prokka_26974	CDS	774	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
prokka_26975	CDS	1020	murC_55	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
prokka_26976	CDS	933	ddl_658	6.3.2.4		D-alanine--D-alanine ligase
prokka_26977	CDS	93				hypothetical protein
prokka_26978	CDS	990	murC_56	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
prokka_26979	CDS	933	ddl_659	6.3.2.4		D-alanine--D-alanine ligase
prokka_26980	CDS	165	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
prokka_26981	CDS	252				hypothetical protein
prokka_26982	CDS	1161	ampC_375	3.5.2.6		Beta-lactamase
prokka_26983	CDS	639				hypothetical protein
prokka_26984	CDS	288	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
prokka_26985	CDS	348	ilvB_2	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
prokka_26986	CDS	639				hypothetical protein
prokka_26987	CDS	1161	ampC_376	3.5.2.6		Beta-lactamase
prokka_26988	CDS	891	ampR_41			HTH-type transcriptional activator AmpR
prokka_26989	CDS	528	lpfA			putative major fimbrial subunit LpfA
prokka_26990	CDS	864				hypothetical protein
prokka_26991	CDS	639				hypothetical protein
prokka_26992	CDS	1161	ampC_377	3.5.2.6		Beta-lactamase
prokka_26993	CDS	669	ampR_42			HTH-type transcriptional activator AmpR
prokka_26994	CDS	588				hypothetical protein
prokka_26995	CDS	897	ybhI		COG0471	Inner membrane protein YbhI
prokka_26996	CDS	258				hypothetical protein
prokka_26997	CDS	801	gsiD		COG1173	Glutathione transport system permease protein GsiD
prokka_26998	CDS	252				hypothetical protein
prokka_26999	CDS	1161	ampC_378	3.5.2.6		Beta-lactamase
prokka_27000	CDS	639				hypothetical protein
prokka_27001	CDS	315				hypothetical protein
prokka_27002	CDS	528	ppnN_2	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
prokka_27003	CDS	498	ulaR_1			HTH-type transcriptional regulator UlaR
prokka_27004	CDS	1161	ampC_379	3.5.2.6		Beta-lactamase
prokka_27005	CDS	639				hypothetical protein
prokka_27006	CDS	315				hypothetical protein
prokka_27007	tRNA	76				tRNA-Thr(cgt)
prokka_27008	CDS	180	proA_3	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
prokka_27009	CDS	336				hypothetical protein
prokka_27010	CDS	1575	tet(O)_32			tetracycline resistance ribosomal protection protein Tet(O)
prokka_27011	CDS	852	rob_100		COG2207	Right origin-binding protein
prokka_27012	CDS	285	gpmB_25	5.4.2.-		phosphoglycerate mutase GpmB
prokka_27013	CDS	510	dhfR_73	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_27014	CDS	507				hypothetical protein
prokka_27015	tRNA	90				tRNA-Ser(gga)
prokka_27016	CDS	666				hypothetical protein
prokka_27017	CDS	882	thyA_672	2.1.1.45	COG0207	Thymidylate synthase ThyA
prokka_27018	CDS	1413	btuB_7		COG4206	Vitamin B12 transporter BtuB
prokka_27019	CDS	852	murI_15	5.1.1.3	COG0796	Glutamate racemase
prokka_27020	CDS	252				hypothetical protein
prokka_27021	CDS	1161	ampC_380	3.5.2.6		Beta-lactamase
prokka_27022	CDS	639				hypothetical protein
prokka_27023	CDS	1383	murC_57	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
prokka_27024	CDS	933	ddl_660	6.3.2.4		D-alanine--D-alanine ligase
prokka_27025	CDS	882	ftsQ_59			Cell division protein FtsQ
prokka_27026	CDS	351	copA_8	7.2.2.8	COG2217	Copper-exporting P-type ATPase
prokka_27027	CDS	204				hypothetical protein
prokka_27028	CDS	1086	ddl_661	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_27029	CDS	1371	murF_92	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
prokka_27030	CDS	1056	ddl_662	6.3.2.4		D-alanine--D-alanine ligase
prokka_27031	CDS	1449	pncB2_40	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
prokka_27032	CDS	183				hypothetical protein
prokka_27033	CDS	1041	ddl_663	6.3.2.4		D-alanine--D-alanine ligase
prokka_27034	CDS	600	murF_93	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
prokka_27035	CDS	696				hypothetical protein
prokka_27036	CDS	1431	murC_58	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
prokka_27037	CDS	921	ddlB_219	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_27038	CDS	831	ftsQ_60		COG1589	Cell division protein FtsQ
prokka_27039	CDS	657				hypothetical protein
prokka_27040	CDS	267				hypothetical protein
prokka_27041	CDS	714				hypothetical protein
prokka_27042	CDS	948				hypothetical protein
prokka_27043	CDS	1029	ddlB_220	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_27044	CDS	252	marA_181			Multiple antibiotic resistance protein MarA
prokka_27045	CDS	219				hypothetical protein
prokka_27046	CDS	900	eamA_74		COG0697	putative amino-acid metabolite efflux pump
prokka_27047	CDS	408				hypothetical protein
prokka_27048	CDS	1323	hisC_12	2.6.1.9		Histidinol-phosphate aminotransferase
prokka_27049	CDS	462				hypothetical protein
prokka_27050	CDS	939				hypothetical protein
prokka_27051	CDS	543	lcpB_6		COG1316	putative cell wall biosynthesis protein LcpB
prokka_27052	CDS	675	btuB_8			Vitamin B12 transporter BtuB
prokka_27053	CDS	1299	pncB2_41	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
prokka_27054	CDS	1059	ddl_664	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_27055	CDS	201				hypothetical protein
prokka_27056	CDS	204				hypothetical protein
prokka_27057	CDS	201				hypothetical protein
prokka_27058	CDS	531	nimT_3		COG2807	2-nitroimidazole transporter
prokka_27059	CDS	774				hypothetical protein
prokka_27060	CDS	1533	pdtaS_67	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
prokka_27061	CDS	279	whiB1_73			Transcriptional regulator WhiB1
prokka_27062	CDS	330				hypothetical protein
prokka_27063	CDS	1488	pdtaS_68	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
prokka_27064	CDS	279	whiB1_74			Transcriptional regulator WhiB1
prokka_27065	CDS	1827				hypothetical protein
prokka_27066	CDS	384	tagU_10	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
prokka_27067	CDS	696				hypothetical protein
prokka_27068	CDS	384				hypothetical protein
prokka_27069	CDS	300				hypothetical protein
prokka_27070	CDS	1170	dapX_69	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
prokka_27071	CDS	510	trmL_7	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
prokka_27072	CDS	303	essC		COG1674	Type VII secretion system protein EssC
prokka_27073	CDS	1134				hypothetical protein
prokka_27074	CDS	279	whiB1_75			Transcriptional regulator WhiB1
prokka_27075	CDS	213				hypothetical protein
prokka_27076	CDS	1968	spoVD_6		COG0768	Stage V sporulation protein D
prokka_27077	CDS	480				hypothetical protein
prokka_27078	CDS	360	frdD_126		COG3080	Fumarate reductase subunit D
prokka_27079	CDS	1167	ampC_381	3.5.2.6	COG1680	Beta-lactamase
prokka_27080	CDS	534	blc_162		COG3040	Outer membrane lipoprotein Blc
prokka_27081	CDS	318	gdx_152		COG2076	Guanidinium exporter
prokka_27082	CDS	156				hypothetical protein
prokka_27083	CDS	987			COG1660	Nucleotide-binding protein
prokka_27084	CDS	894	penPC_24	3.5.2.6		Beta-lactamase 1
prokka_27085	CDS	1242				IS256 family transposase ISCth4
prokka_27086	CDS	513				hypothetical protein
prokka_27087	CDS	261				hypothetical protein
prokka_27088	CDS	861	bla_362	3.5.2.6	COG2367	Beta-lactamase SHV-1
prokka_27089	CDS	762	glpR_58		COG1349	Glycerol-3-phosphate regulon repressor
prokka_27090	CDS	243				hypothetical protein
prokka_27091	CDS	726	uvrC_3			UvrABC system protein C
prokka_27092	CDS	951	Int-Tn_7			Transposase from transposon Tn916
prokka_27093	CDS	486				hypothetical protein
prokka_27094	CDS	261				hypothetical protein
prokka_27095	CDS	861	bla_363	3.5.2.6	COG2367	Beta-lactamase SHV-1
prokka_27096	CDS	762	csqR_6		COG1349	HTH-type transcriptional repressor CsqR
prokka_27097	CDS	204				hypothetical protein
prokka_27098	CDS	1194	Int-Tn_8			Transposase from transposon Tn916
prokka_27099	CDS	894	penPC_25	3.5.2.6		Beta-lactamase 1
prokka_27100	CDS	1242				IS256 family transposase ISCth4
prokka_27101	CDS	714				hypothetical protein
prokka_27102	CDS	315				hypothetical protein
prokka_27103	CDS	894	penPC_26	3.5.2.6		Beta-lactamase 1
prokka_27104	CDS	1242				IS256 family transposase ISCth4
prokka_27105	CDS	513				hypothetical protein
prokka_27106	CDS	609				hypothetical protein
prokka_27107	CDS	351				hypothetical protein
prokka_27108	CDS	801			COG0730	putative membrane transporter protein
prokka_27109	CDS	207	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
prokka_27110	CDS	726	uvrC_4			UvrABC system protein C
prokka_27111	CDS	972	aroE_5	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
prokka_27112	CDS	987			COG1660	Nucleotide-binding protein
prokka_27113	CDS	546				hypothetical protein
prokka_27114	CDS	423				hypothetical protein
prokka_27115	CDS	744	COQ5_27	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
prokka_27116	CDS	1920	tet(32)_16			tetracycline resistance ribosomal protection protein Tet(32)
prokka_27117	CDS	1920	tet(M)_24			tetracycline resistance ribosomal protection protein Tet(M)
prokka_27118	CDS	282				hypothetical protein
prokka_27119	CDS	432				hypothetical protein
prokka_27120	CDS	462				hypothetical protein
prokka_27121	CDS	1920	tet(O)_33			tetracycline resistance ribosomal protection protein Tet(O)
prokka_27122	CDS	375				hypothetical protein
prokka_27123	CDS	684				hypothetical protein
prokka_27124	CDS	1008	tetO_19			Tetracycline resistance protein TetO
prokka_27125	CDS	888	tetM_19			Tetracycline resistance protein TetM from transposon TnFO1
prokka_27126	CDS	810			COG2826	IS30 family transposase ISBlo4
prokka_27127	CDS	762				IS21 family transposase ISBlo2
prokka_27128	CDS	261				hypothetical protein
prokka_27129	CDS	141				hypothetical protein
prokka_27130	CDS	747				hypothetical protein
prokka_27131	CDS	672				hypothetical protein
